request.url,request.method,request.header.authorization,request.headers.user-agent,request.header.x-api-tran-id,request.header.x-api-type,request.header.x-csrf-token,request.headers.cookie,request.headers.set_cookie,request.headers.content-length,request.body,response.body,response.status,attack.type

http://localhost:4200/api/oauth/2.0/token,POST,,Mozilla/5.0,IA00220250208083450,,,,,577,"""{\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250002_CA20250001_20250208083448_XXAB00490000\"",\""org_code\"":\""ORG2025001\"",\""grant_type\"":\""password\"",\""client_id\"":\""ORG2025001-CLIENT-ID\"",\""client_secret\"":\""ORG2025001-CLIENT-SECRET\"",\""ca_code\"":\""RA20250002\"",\""username\"":\""MTY3Mzk1\"",\""request_type\"":\""1\"",\""password_len\"":\""12\"",\""password\"":\""UEFTU1dPUkQ=\"",\""auth_type\"":\""1\"",\""consent_type\"":\""1\"",\""consent_len\"":\""16\"",\""consent\"":\""Y29uc2VudC0wMDE=\"",\""signed_person_info_req_len\"":\""16\"",\""signed_person_info_req\"":\""U2lzdGVyRGF2aXM=\"",\""consent_nonce\"":\""K2025505661805739425\"",\""ucpid_nonce\"":\""R2025223917988946722\"",\""cert_tx_id\"":\""20250208083448810a847e6b47418597914551bf\"",\""service_id\"":\""ORG2025001080220250001\""}""","""{\""rsp_code\"":\""0000\"",\""rsp_msg\"":\""Success\"",\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250002_CA20250001_20250208083448_XXAB00490000\"",\""token_type\"":\""Bearer\"",\""access_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjAyZDZmZWM2LWMzZDMtNDYyNi1hMDRhLTY5ZGI5MWM2OWVhZSIsImV4cCI6MTczOTAwNzI5MCwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzY5MH0.0HGtjolVh4ypR4i8jO1Th0fIBbtRoCYq5MXmH6-PXuE\"",\""expires_in\"":3600,\""refresh_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjcxN2FiNTQxLTA0OTYtNGUxMS1iZDkyLTdjNDMyZWE0MWViNiIsImV4cCI6MTczOTA5MDA5MCwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzY5MH0.BFynMXwFzdIvHKl-HyEIasD6SeUgBRL1rdPlUE-hy5U\"",\""refresh_token_expires_in\"":86400}""",200,
http://localhost:4200/api/v2/bank/accounts/deposit/detail,POST,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjAyZDZmZWM2LWMzZDMtNDYyNi1hMDRhLTY5ZGI5MWM2OWVhZSIsImV4cCI6MTczOTAwNzI5MCwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzY5MH0.0HGtjolVh4ypR4i8jO1Th0fIBbtRoCYq5MXmH6-PXuE,Mozilla/5.0,ADD0120250208083451,,,,,99,"""{\""org_code\"":\""ORG2025002\"",\""account_num\"":\""8731820697\"",\""next\"":\""0\"",\""search_timestamp\"":\""20250208083451\""}""","""{\""code\"":\""1004\"",\""message\"":\""Invalid or missing x-api-type\""}""",400,
http://localhost:4200/api/oauth/2.0/token,POST,,Mozilla/5.0,IA00220250208083456,,,,,581,"""{\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250001_CA20250001_20250208083454_XXAB00490000\"",\""org_code\"":\""ORG2025001\"",\""grant_type\"":\""password\"",\""client_id\"":\""ORG2025001-CLIENT-ID\"",\""client_secret\"":\""ORG2025001-CLIENT-SECRET\"",\""ca_code\"":\""RA20250001\"",\""username\"":\""NDg0Njgx\"",\""request_type\"":\""1\"",\""password_len\"":\""12\"",\""password\"":\""UEFTU1dPUkQ=\"",\""auth_type\"":\""1\"",\""consent_type\"":\""1\"",\""consent_len\"":\""16\"",\""consent\"":\""Y29uc2VudC0wMDI=\"",\""signed_person_info_req_len\"":\""20\"",\""signed_person_info_req\"":\""THV0aGVyTmlrb2xhdXM=\"",\""consent_nonce\"":\""O2025855248774273801\"",\""ucpid_nonce\"":\""L2025153695133066229\"",\""cert_tx_id\"":\""20250208083454a91c621a5dee40d0927f505146\"",\""service_id\"":\""ORG2025001080220250001\""}""","""{\""rsp_code\"":\""0000\"",\""rsp_msg\"":\""Success\"",\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250001_CA20250001_20250208083454_XXAB00490000\"",\""token_type\"":\""Bearer\"",\""access_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjdiMDk1MzZkLWY4OTMtNDg0NC1iMTRjLTU3MTNlMDgxN2Q3YyIsImV4cCI6MTczOTAwNzI5Niwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzY5Nn0.pl-VNuiVi3Acdt2Zl4hOaI1LzHbZ09_EVQc8egPvC6E\"",\""expires_in\"":3600,\""refresh_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjljYmFmMTQwLWQ3ZTQtNDFmNS05ZTk5LTM5Yzc2YjQxNGI1MiIsImV4cCI6MTczOTA5MDA5Niwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzY5Nn0.SgzR6Rk9cJYusLMTsx2OjF6e3gzfjiw6QeFRxhdIisU\"",\""refresh_token_expires_in\"":86400}""",200,
http://localhost:4200/api/v2/bank/accounts/deposit/basic,POST,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjdiMDk1MzZkLWY4OTMtNDg0NC1iMTRjLTU3MTNlMDgxN2Q3YyIsImV4cCI6MTczOTAwNzI5Niwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzY5Nn0.pl-VNuiVi3Acdt2Zl4hOaI1LzHbZ09_EVQc8egPvC6E,Mozilla/5.0,ADB0120250208083456,,,,,99,"""{\""org_code\"":\""ORG2025002\"",\""account_num\"":\""2980941766\"",\""next\"":\""0\"",\""search_timestamp\"":\""20250208083456\""}""","""{\""code\"":\""1004\"",\""message\"":\""Invalid or missing x-api-type\""}""",400,
http://localhost:4200/api/oauth/2.0/token,POST,,Mozilla/5.0,IA00220250208083501,,,,,587,"""{\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250003_CA20250001_20250208083459_XXAB00490000\"",\""org_code\"":\""ORG2025001\"",\""grant_type\"":\""password\"",\""client_id\"":\""ORG2025001-CLIENT-ID\"",\""client_secret\"":\""ORG2025001-CLIENT-SECRET\"",\""ca_code\"":\""RA20250003\"",\""username\"":\""MTUzMjUy\"",\""request_type\"":\""1\"",\""password_len\"":\""12\"",\""password\"":\""UEFTU1dPUkQ=\"",\""auth_type\"":\""1\"",\""consent_type\"":\""1\"",\""consent_len\"":\""16\"",\""consent\"":\""Y29uc2VudC0wMDE=\"",\""signed_person_info_req_len\"":\""28\"",\""signed_person_info_req\"":\""QWxleHphbmRlclN0b2x0ZW5iZXJn\"",\""consent_nonce\"":\""X2025942933929130033\"",\""ucpid_nonce\"":\""G2025685733314156017\"",\""cert_tx_id\"":\""20250208083459e661ad4cb99a415e849d872500\"",\""service_id\"":\""ORG2025001080220250001\""}""","""{\""rsp_code\"":\""0000\"",\""rsp_msg\"":\""Success\"",\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250003_CA20250001_20250208083459_XXAB00490000\"",\""token_type\"":\""Bearer\"",\""access_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjIyMGY0ODAzLTI3ZDQtNDU4ZS04ZGE0LTcyOWQzMDhkZTliOCIsImV4cCI6MTczOTAwNzMwMSwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzcwMX0.TvX34H581gN07aEX2Ncc6KVF4JxYNPGnm4nImUx8RRc\"",\""expires_in\"":3600,\""refresh_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjZjMGJmMTVmLTU0NWYtNGExMC1iZmQzLTNkOTVlODE2OWE4MCIsImV4cCI6MTczOTA5MDEwMSwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzcwMX0.bOTZ1KzVMxh5j1P7C_bQE19XUL4uVX9gLDeTyuLFxhA\"",\""refresh_token_expires_in\"":86400}""",200,
http://localhost:4200/api/v2/bank/accounts/deposit/basic,POST,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjIyMGY0ODAzLTI3ZDQtNDU4ZS04ZGE0LTcyOWQzMDhkZTliOCIsImV4cCI6MTczOTAwNzMwMSwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzcwMX0.TvX34H581gN07aEX2Ncc6KVF4JxYNPGnm4nImUx8RRc,Mozilla/5.0,ADB0120250208083502,,,,,99,"""{\""org_code\"":\""ORG2025002\"",\""account_num\"":\""3588030874\"",\""next\"":\""0\"",\""search_timestamp\"":\""20250208083502\""}""","""{\""code\"":\""1004\"",\""message\"":\""Invalid or missing x-api-type\""}""",400,SQLi
http://localhost:4200/api/v2/bank/accounts/deposit/detail,POST,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjIyMGY0ODAzLTI3ZDQtNDU4ZS04ZGE0LTcyOWQzMDhkZTliOCIsImV4cCI6MTczOTAwNzMwMSwic2NvcGUiOiJpcCIsImlhdCI6MTczOTAwMzcwMX0.TvX34H581gN07aEX2Ncc6KVF4JxYNPGnm4nImUx8RRc,Mozilla/5.0,ADD0120250208083502,,,,,99,"""{\""org_code\"":\""ORG2025002\"",\""account_num\"":\""3588030874\"",\""next\"":\""0\"",\""search_timestamp\"":\""20250208083502\""}""","""{\""code\"":\""1004\"",\""message\"":\""Invalid or missing x-api-type\""}""",400,
http://localhost:4200/api/oauth/2.0/token,POST,,Mozilla/5.0,IA00220250210015302,,,,,579,"""{\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250003_CA20250001_20250210015300_XXAB00490000\"",\""org_code\"":\""ORG2025001\"",\""grant_type\"":\""password\"",\""client_id\"":\""ORG2025001-CLIENT-ID\"",\""client_secret\"":\""ORG2025001-CLIENT-SECRET\"",\""ca_code\"":\""RA20250003\"",\""username\"":\""NTU2OTk5\"",\""request_type\"":\""1\"",\""password_len\"":\""12\"",\""password\"":\""UEFTU1dPUkQ=\"",\""auth_type\"":\""1\"",\""consent_type\"":\""1\"",\""consent_len\"":\""16\"",\""consent\"":\""Y29uc2VudC0wMDE=\"",\""signed_person_info_req_len\"":\""16\"",\""signed_person_info_req\"":\""TnlhU21pdGhhbQ==\"",\""consent_nonce\"":\""B2025568200144964091\"",\""ucpid_nonce\"":\""S2025240132216524790\"",\""cert_tx_id\"":\""2025021001530058eb6a45a11a4786bd5567052e\"",\""service_id\"":\""ORG2025001100220250001\""}""","""{\""rsp_code\"":\""0000\"",\""rsp_msg\"":\""Success\"",\""tx_id\"":\""MD_ORG2025001_ORG2025002_RA20250003_CA20250001_20250210015300_XXAB00490000\"",\""token_type\"":\""Bearer\"",\""access_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6ImVkOGMzOTIyLTkzMzktNDAwYy1iOGU1LWJmNjFkMzg1NDYyNSIsImV4cCI6MTczOTE1NTk4Mywic2NvcGUiOiJpcCIsImlhdCI6MTczOTE1MjM4M30.0YZ583JjOWkIVrAedfo9tZTLmLOoaDTI6DkhX5yb1v0\"",\""expires_in\"":3600,\""refresh_token\"":\""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6IjJkZmY3ZDM4LTBlZmItNGEwNC1hYmFhLTViNmE3MjVkODgwYiIsImV4cCI6MTczOTIzODc4Mywic2NvcGUiOiJpcCIsImlhdCI6MTczOTE1MjM4M30.5Euclcvt0JKsr6pe31nfxa2sqbSx5LokBDpzE3oIL_A\"",\""refresh_token_expires_in\"":86400}""",200,
http://localhost:4200/api/v2/bank/accounts/deposit/basic,POST,Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAxLUNMSUVOVC1JRCIsImp0aSI6ImVkOGMzOTIyLTkzMzktNDAwYy1iOGU1LWJmNjFkMzg1NDYyNSIsImV4cCI6MTczOTE1NTk4Mywic2NvcGUiOiJpcCIsImlhdCI6MTczOTE1MjM4M30.0YZ583JjOWkIVrAedfo9tZTLmLOoaDTI6DkhX5yb1v0,Mozilla/5.0,ADB0120250210015303,,,session=admin123; Path=/,,99,"""{\""org_code\"":\""ORG2025002\"",\""account_num\"":\""6306246933\"",\""next\"":\""0\"",\""search_timestamp\"":\""20250210015303\""}""","""{\""code\"":\""1004\"",\""message\"":\""Invalid or missing x-api-type\""}""",400,CookieInjection
